order_item_id,order_id,product_id,quantity,unit_price,discount,line_total
688,270,401,4,117.98,11.8,424.71
689,270,56,3,434.24,21.71,1237.58
690,270,348,1,433.85,65.08,368.77
691,270,227,5,407.16,20.36,1934.0
692,271,338,2,143.96,0.0,287.92
693,272,389,1,359.44,35.94,323.5
694,273,567,1,507.98,25.4,482.58
695,273,371,5,172.68,8.63,820.24
696,273,549,4,523.16,26.16,1988.01
697,274,166,3,477.95,23.9,1362.15
698,274,567,2,536.07,0.0,1072.14
699,274,21,5,120.33,18.05,511.39
700,275,44,2,147.87,0.0,295.75
701,275,236,2,328.33,0.0,656.65
702,275,387,4,423.87,42.39,1525.94
703,275,87,1,145.69,21.85,123.84
704,276,16,5,355.84,17.79,1690.25
705,277,401,2,127.71,12.77,229.88
706,278,436,5,304.99,30.5,1372.46
707,278,281,4,250.61,25.06,902.18
708,278,591,4,382.26,57.34,1299.66
709,279,228,4,25.23,3.79,85.78
710,280,547,5,409.01,0.0,2045.07
711,280,509,4,514.68,0.0,2058.73
712,280,464,2,99.91,0.0,199.82
713,281,238,4,333.06,0.0,1332.23
714,281,319,3,446.94,0.0,1340.83
715,281,98,5,403.18,60.48,1713.5
716,281,256,1,50.84,7.63,43.21
717,282,61,4,355.55,35.55,1279.99
718,282,346,2,41.67,6.25,70.84
719,283,275,2,362.19,54.33,615.72
720,284,321,2,268.36,40.25,456.23
721,284,527,5,23.74,0.0,118.69
722,284,108,4,295.37,44.31,1004.24
723,284,131,1,160.1,0.0,160.1
724,285,203,4,87.34,0.0,349.38
725,285,40,4,270.34,40.55,919.16
726,286,561,4,360.23,36.02,1296.85
727,286,121,4,357.69,35.77,1287.66
728,287,381,5,112.05,5.6,532.24
729,287,298,5,146.68,14.67,660.07
730,287,532,5,372.32,55.85,1582.33
731,288,339,2,326.91,49.04,555.73
732,288,11,3,385.3,19.27,1098.09
733,289,69,1,382.62,19.13,363.49
734,289,205,1,478.11,47.81,430.3
735,289,97,1,442.36,22.12,420.24
736,289,69,3,408.42,20.42,1164.0
737,290,15,2,47.5,7.12,80.76
738,290,599,3,398.74,59.81,1016.78
739,290,261,5,213.59,10.68,1014.54
740,291,157,1,286.97,28.7,258.27
741,292,270,5,44.13,6.62,187.54
742,292,339,5,369.5,36.95,1662.76
743,293,215,2,190.9,9.54,362.71
744,293,222,1,396.49,19.82,376.67
745,293,147,2,72.75,0.0,145.5
746,293,332,1,285.28,0.0,285.28
747,294,524,4,29.62,4.44,100.73
748,294,335,3,255.36,0.0,766.08
749,295,574,4,51.71,7.76,175.8
750,295,486,3,430.81,43.08,1163.18
751,296,220,2,157.12,15.71,282.83
752,297,448,5,181.28,18.13,815.75
753,297,124,5,171.24,17.12,770.59
754,298,26,3,207.55,20.76,560.38
755,298,435,2,168.29,8.41,319.75
756,299,384,2,429.86,0.0,859.73
757,299,201,4,465.09,23.25,1767.36
758,299,6,5,230.05,0.0,1150.26
759,299,378,3,166.4,0.0,499.21
760,300,35,3,279.72,41.96,713.27
761,300,45,3,148.63,0.0,445.89
762,300,586,1,434.62,65.19,369.43
763,301,503,2,458.58,0.0,917.16
764,301,40,3,245.1,12.26,698.52
765,301,182,2,244.8,0.0,489.59
766,301,58,4,132.62,0.0,530.48
767,302,100,5,86.07,4.3,408.86
768,302,18,3,286.0,28.6,772.21
769,302,174,5,91.38,9.14,411.18
770,303,413,4,341.15,0.0,1364.62
771,304,198,5,30.14,3.01,135.67
772,305,177,4,187.3,9.36,711.75
773,306,178,1,72.82,7.28,65.54
774,306,121,3,323.22,0.0,969.67
775,306,580,4,160.75,0.0,643.0
776,306,187,1,211.16,0.0,211.16
777,307,11,2,402.67,60.4,684.54
778,307,84,2,91.16,4.56,173.19
779,308,318,1,424.88,42.49,382.39
780,308,183,3,16.55,1.65,44.69
781,309,232,2,256.31,12.82,486.98
782,309,182,3,254.23,38.13,648.29
783,309,271,1,164.85,16.48,148.37
784,309,358,5,388.91,19.45,1847.28
785,310,600,4,400.23,20.01,1520.89
786,311,356,3,40.14,4.01,108.38
787,311,93,5,9.29,0.93,41.81
788,311,224,4,39.42,0.0,157.68
789,311,530,2,263.96,39.59,448.75
790,312,382,5,389.11,0.0,1945.55
791,312,331,1,253.11,0.0,253.11
792,312,163,4,316.15,31.62,1138.13
793,313,192,3,180.34,27.05,459.87
794,314,23,4,237.49,35.62,807.49
795,314,590,4,480.2,72.03,1632.69
796,315,259,3,34.98,5.25,89.2
797,315,411,3,86.82,4.34,247.43
798,316,432,4,502.56,75.38,1708.7
799,317,168,5,158.0,15.8,711.02
800,318,582,2,319.56,31.96,575.19
801,318,56,1,418.89,20.94,397.95
802,319,470,4,23.06,0.0,92.22
803,319,152,2,229.11,22.91,412.4
804,319,315,1,389.35,19.47,369.88
805,320,93,2,8.2,0.82,14.76
806,320,6,4,222.83,0.0,891.31
807,320,483,5,37.99,1.9,180.44
808,320,484,4,267.2,13.36,1015.35
809,321,397,2,337.19,16.86,640.66
810,322,335,3,271.67,40.75,692.76
811,322,404,5,97.71,14.66,415.23
812,322,28,2,307.12,15.36,583.52
813,322,241,3,359.07,0.0,1077.21
814,323,80,2,132.55,6.63,251.83
815,323,46,2,69.29,0.0,138.58
816,323,348,4,465.03,69.75,1581.12
817,323,155,3,5.55,0.83,14.17
818,324,268,4,371.02,55.65,1261.48
819,325,477,1,46.21,0.0,46.21
820,326,13,2,303.86,45.58,516.56
821,326,466,1,319.96,47.99,271.97
822,326,433,1,378.4,37.84,340.56
823,326,119,5,325.7,48.85,1384.24
824,327,485,3,305.27,30.53,824.22
825,327,115,2,315.66,47.35,536.61
826,327,82,2,252.92,25.29,455.26
827,328,528,5,263.42,39.51,1119.55
828,328,446,1,104.41,0.0,104.41
829,329,502,4,473.49,47.35,1704.57
830,330,436,3,301.01,0.0,903.03
831,330,556,3,266.64,26.66,719.94
832,330,428,1,426.63,42.66,383.97
833,331,115,3,301.33,45.2,768.38
834,332,180,1,478.31,23.92,454.39
835,332,149,4,447.15,44.72,1609.73
836,333,470,5,23.45,3.52,99.63
837,333,42,1,230.11,0.0,230.11
838,333,151,5,426.33,0.0,2131.64
839,334,525,1,194.01,19.4,174.61
840,334,433,4,356.29,35.63,1282.65
841,334,82,4,306.69,15.33,1165.46
842,334,585,3,521.89,26.09,1487.39
843,335,384,5,393.45,59.02,1672.14
844,336,191,3,122.22,0.0,366.65
845,336,409,2,350.49,35.05,630.88
846,336,6,4,225.11,33.77,765.38
847,337,282,3,412.12,41.21,1112.73
848,337,100,2,85.12,8.51,153.22
849,338,66,5,157.47,23.62,669.26
850,338,431,5,159.55,23.93,678.11
851,339,572,1,407.51,40.75,366.76
852,339,355,4,453.35,68.0,1541.41
853,339,216,5,485.69,72.85,2064.18
854,339,262,4,358.09,0.0,1432.34
855,340,575,3,219.46,21.95,592.52
856,340,312,3,297.6,44.64,758.87
857,340,479,1,330.95,16.55,314.4
858,340,361,5,44.99,0.0,224.93
859,341,570,4,397.9,59.69,1352.85
860,341,551,2,339.84,0.0,679.68
861,341,100,4,85.0,0.0,340.02
862,342,183,2,18.78,2.82,31.92
863,342,564,4,40.26,2.01,153.01
864,342,429,5,70.65,7.07,317.9
865,343,326,5,280.88,42.13,1193.74
866,344,414,4,260.08,26.01,936.27
867,344,461,2,138.47,6.92,263.1
868,345,296,1,492.55,49.25,443.3
869,345,476,2,229.68,0.0,459.37
870,345,393,5,82.06,12.31,348.74
871,345,421,2,394.61,19.73,749.76
872,346,516,1,136.44,20.47,115.97
873,346,24,3,491.77,24.59,1401.54
874,347,94,3,346.68,52.0,884.03
875,347,566,5,90.8,4.54,431.32
876,347,469,3,42.96,2.15,122.44
877,347,180,4,516.52,25.83,1962.75
878,348,136,3,359.03,0.0,1077.09
879,348,212,5,69.19,3.46,328.64
880,348,455,2,410.88,61.63,698.5
881,349,340,2,251.07,0.0,502.14
882,350,34,4,178.97,26.85,608.48
883,351,73,4,41.73,0.0,166.91
884,351,547,1,425.73,0.0,425.73
885,351,300,4,40.83,0.0,163.3
886,351,373,4,176.79,26.52,601.09
887,352,128,1,87.56,8.76,78.8
888,352,594,1,460.24,46.02,414.22
889,352,423,3,352.43,17.62,1004.42
890,352,495,2,99.42,9.94,178.95
891,353,470,4,25.96,2.6,93.43
892,354,303,4,479.95,71.99,1631.82
893,354,265,5,425.17,0.0,2125.87
894,354,144,2,444.82,0.0,889.64
895,355,380,5,374.4,37.44,1684.8
896,355,315,2,421.18,42.12,758.12
897,356,451,3,65.8,3.29,187.54
898,356,151,5,373.04,55.96,1585.42
899,356,264,2,132.09,6.6,250.98
900,356,598,3,223.34,0.0,670.01
901,357,373,5,177.77,26.67,755.49
902,357,489,5,24.3,2.43,109.35
903,357,160,5,393.75,39.37,1771.89
904,358,388,4,186.09,27.91,632.73
905,358,180,4,512.72,0.0,2050.87
906,358,67,3,300.85,15.04,857.43
907,359,154,3,265.76,0.0,797.29
908,359,202,3,51.24,0.0,153.71
909,360,208,3,416.57,62.49,1062.24
910,360,102,3,296.93,29.69,801.72
911,361,58,4,130.79,6.54,497.01
912,362,263,2,9.95,0.5,18.91
913,362,234,4,147.15,14.72,529.73
914,363,94,2,401.15,0.0,802.29
915,363,136,5,377.75,18.89,1794.28
916,363,234,2,160.0,24.0,271.99
917,364,101,5,495.42,0.0,2477.12
918,364,327,1,95.91,0.0,95.91
919,364,453,1,240.3,0.0,240.3
920,364,556,5,268.71,40.31,1141.99
921,365,583,1,244.68,0.0,244.68
922,365,454,2,56.69,8.5,96.38
923,365,1,3,382.95,38.3,1033.96
924,366,181,3,475.36,47.54,1283.47
925,366,307,3,489.74,24.49,1395.75
926,366,350,3,294.04,29.4,793.92
927,366,451,1,77.44,3.87,73.57
928,367,7,3,428.48,64.27,1092.63
929,367,508,2,345.3,51.79,587.01
930,367,312,1,307.48,46.12,261.36
931,367,351,5,314.65,15.73,1494.59
932,368,238,2,328.77,32.88,591.79
933,369,544,4,96.4,9.64,347.05
934,369,216,5,483.27,48.33,2174.71
935,369,161,2,178.64,8.93,339.41
936,370,161,3,185.09,27.76,471.99
937,370,427,3,115.66,11.57,312.26
938,371,311,3,142.94,14.29,385.94
939,371,363,3,222.88,33.43,568.34
940,371,577,4,198.57,0.0,794.29
941,371,414,1,270.56,27.06,243.5
942,372,468,3,248.98,12.45,709.58
943,372,214,3,50.75,5.07,137.03
944,373,330,4,389.12,38.91,1400.82
945,374,221,5,9.06,0.91,40.73
946,374,110,1,36.81,3.68,33.13
947,375,482,1,408.62,61.29,347.33
948,375,499,2,402.1,60.31,683.57
949,375,61,1,340.89,34.09,306.8
950,375,283,5,77.11,7.71,347.01
