payment_id,order_id,customer_id,payment_date,payment_method,payment_amount,transaction_id,status
311,311,536,2024-05-18 07:21:14.181463,Credit Card,770.34,TXN-43768232,Completed
312,312,685,2024-02-18 09:55:18.181463,PayPal,3346.21,TXN-89783556,Completed
313,313,175,2024-01-06 19:53:16.181463,PayPal,466.97,TXN-42133709,Completed
314,314,477,2023-12-03 16:34:07.181463,PayPal,2441.84,TXN-35749206,Completed
315,315,676,2024-01-12 05:11:23.181463,Gift Card,179.12,TXN-47382608,Pending
316,316,665,2025-10-29 04:25:07.181463,Debit Card,1714.48,TXN-92282678,Completed
317,317,102,2024-10-21 20:33:09.181463,PayPal,0.0,TXN-35496811,Failed
318,318,204,2024-03-14 19:42:52.181463,Bank Transfer,987.16,TXN-84209410,Completed
319,319,543,2023-11-19 14:17:08.181463,Bank Transfer,882.84,TXN-79808342,Completed
320,320,701,2024-10-13 09:21:06.181463,PayPal,2110.74,TXN-95710818,Completed
321,321,514,2025-01-13 06:28:05.181463,PayPal,660.96,TXN-34572290,Completed
322,322,31,2024-02-16 05:41:10.181463,PayPal,0.0,TXN-42968412,Failed
323,323,90,2024-12-05 00:45:53.181463,PayPal,1998.72,TXN-86261088,Completed
324,324,703,2023-12-22 16:46:10.181463,Debit Card,1271.91,TXN-44188706,Completed
325,325,320,2024-04-09 09:30:23.181463,Credit Card,57.44,TXN-60541298,Completed
326,326,595,2025-07-06 07:32:24.181463,Credit Card,1267.44,TXN-18931707,Pending
327,327,441,2025-01-03 19:59:48.181463,Gift Card,1832.5,TXN-71036929,Completed
328,328,571,2024-04-19 09:18:49.181463,Bank Transfer,0.0,TXN-47190613,Failed
329,329,424,2025-06-21 13:59:40.181463,Debit Card,1712.15,TXN-45661812,Completed
330,330,193,2024-02-04 05:05:57.181463,Gift Card,2010.23,TXN-89896025,Completed
331,331,621,2025-10-21 16:47:11.181463,Gift Card,783.29,TXN-52029205,Completed
332,332,705,2025-03-24 14:07:06.181463,Credit Card,2067.47,TXN-58497553,Completed
333,333,383,2024-03-04 22:00:03.182452,Credit Card,1241.34,TXN-19432819,Pending
334,334,198,2024-07-02 21:48:56.182452,Bank Transfer,4110.92,TXN-46025956,Completed
335,335,228,2025-10-30 05:14:34.182452,Gift Card,1691.08,TXN-37500238,Completed
336,336,450,2025-09-13 08:37:15.182452,Bank Transfer,1780.11,TXN-18036942,Completed
337,337,795,2024-08-05 06:04:58.182452,Bank Transfer,1281.15,TXN-47201638,Completed
338,338,761,2024-10-22 03:40:32.182452,Debit Card,1360.39,TXN-39586634,Completed
339,339,44,2024-08-12 22:25:58.182452,PayPal,5417.66,TXN-84170836,Completed
340,340,529,2024-10-06 13:38:20.182452,Debit Card,1895.47,TXN-13080842,Completed
341,341,793,2024-08-23 00:34:33.182452,Debit Card,2384.08,TXN-33064287,Completed
342,342,56,2024-09-11 04:20:54.182452,Debit Card,257.21,TXN-82707256,Pending
343,343,513,2024-01-23 22:37:20.182452,Credit Card,1198.23,TXN-86670571,Completed
344,344,424,2024-03-26 19:10:26.182452,Gift Card,1210.64,TXN-26718600,Completed
345,345,730,2025-05-17 22:33:00.182452,Debit Card,2023.23,TXN-42483979,Completed
346,346,665,2025-08-15 05:57:46.182452,Debit Card,1535.47,TXN-39573751,Completed
347,347,461,2025-07-11 11:44:52.182452,Debit Card,3402.67,TXN-51405395,Completed
348,348,524,2023-11-25 01:05:01.182452,Gift Card,2113.7,TXN-69883280,Completed
349,349,344,2024-10-21 13:28:10.182452,Credit Card,506.19,TXN-64832587,Completed
350,350,53,2025-06-22 08:33:20.182452,Debit Card,616.18,TXN-61603430,Completed
351,351,121,2024-08-18 04:33:13.182452,Credit Card,0.0,TXN-82647307,Failed
352,352,13,2025-11-11 16:24:04.182452,Gift Card,844.41,TXN-68606209,Pending
353,353,623,2024-06-25 19:16:47.182452,PayPal,49.69,TXN-53228848,Pending
354,354,453,2024-03-25 21:44:52.182452,Bank Transfer,4662.36,TXN-62063146,Completed
355,355,285,2025-11-12 06:09:29.182452,Debit Card,1222.07,TXN-60057985,Pending
356,356,38,2025-06-16 13:03:47.182452,Bank Transfer,2715.3,TXN-60689240,Completed
357,357,306,2024-01-03 18:01:13.182452,Debit Card,2659.74,TXN-39249849,Completed
358,358,183,2025-09-28 11:06:12.182452,PayPal,3557.83,TXN-43388761,Completed
359,359,576,2024-02-28 17:24:21.182452,Gift Card,975.16,TXN-90589106,Completed
360,360,96,2024-04-01 01:57:14.182452,Bank Transfer,0.0,TXN-42758909,Failed
361,361,564,2024-10-22 12:36:15.182452,Gift Card,504.33,TXN-12936591,Completed
362,362,282,2025-07-02 10:37:31.182452,PayPal,561.82,TXN-61133053,Completed
363,363,627,2024-05-29 07:25:40.182452,Gift Card,2871.29,TXN-66926814,Completed
364,364,496,2024-02-10 19:48:34.182452,PayPal,3966.0,TXN-40676379,Completed
365,365,639,2024-12-27 05:36:50.182452,Gift Card,1398.2,TXN-31219581,Completed
366,366,747,2024-02-27 18:34:59.182452,Bank Transfer,3559.02,TXN-90410541,Completed
367,367,298,2025-05-14 16:52:48.182452,Credit Card,3435.63,TXN-61196558,Completed
368,368,121,2025-10-21 22:08:31.182452,Credit Card,611.78,TXN-31307557,Completed
369,369,359,2024-09-20 23:59:35.182452,Bank Transfer,2861.45,TXN-16719620,Completed
370,370,70,2025-04-26 04:48:51.182452,PayPal,791.76,TXN-70814164,Completed
371,371,117,2024-05-01 03:16:27.182452,Gift Card,2000.6,TXN-47381443,Completed
372,372,180,2024-04-11 16:38:25.182452,Debit Card,0.0,TXN-64957378,Failed
373,373,37,2024-12-06 21:37:27.182452,Credit Card,1412.86,TXN-41113767,Completed
374,374,550,2024-02-14 22:17:50.182452,Credit Card,0.0,TXN-86854285,Failed
375,375,307,2024-09-22 13:01:42.182452,Debit Card,1698.59,TXN-48687319,Completed
376,376,340,2025-10-29 07:29:07.182452,Debit Card,1.66,TXN-41708297,Completed
377,377,348,2025-06-16 04:51:24.182452,Bank Transfer,15.66,TXN-20341136,Completed
378,378,192,2025-05-28 18:16:45.182452,PayPal,21.61,TXN-33988814,Completed
379,379,279,2025-01-06 03:37:02.182452,Bank Transfer,2.17,TXN-59517025,Completed
380,380,310,2025-03-17 01:32:20.182452,Bank Transfer,13.13,TXN-35072772,Completed
381,381,39,2025-05-19 10:58:54.182452,PayPal,22.83,TXN-33057873,Completed
382,382,495,2024-08-20 20:38:43.182452,Credit Card,2.38,TXN-77231416,Pending
383,383,336,2024-07-06 20:00:12.182452,Gift Card,19.24,TXN-28112562,Completed
384,384,136,2025-08-08 20:16:32.182452,Debit Card,18.11,TXN-27755795,Completed
385,385,535,2024-08-05 00:57:23.182452,PayPal,0.1,TXN-87022789,Completed
386,386,342,2025-10-02 17:25:50.182452,Debit Card,11.12,TXN-71061571,Pending
387,387,764,2025-07-31 20:06:51.182452,Debit Card,0.56,TXN-31754935,Completed
388,388,329,2024-12-29 15:48:29.182452,Credit Card,4.81,TXN-60657139,Completed
389,389,452,2025-02-05 19:41:18.182452,Gift Card,6.82,TXN-80986823,Completed
390,390,638,2025-06-11 05:06:18.182452,Gift Card,2.58,TXN-83862129,Pending
391,391,145,2024-11-23 19:03:58.182452,Bank Transfer,14.35,TXN-72628704,Completed
392,392,347,2025-05-27 12:28:27.182452,PayPal,-1.27,TXN-91271137,Refunded
393,393,52,2025-10-20 21:55:44.182452,Gift Card,9.59,TXN-43746338,Completed
394,394,722,2025-08-20 23:32:27.182452,Debit Card,15.41,TXN-77531991,Completed
395,395,731,2024-12-31 02:58:05.182452,Credit Card,0.0,TXN-37768710,Failed
396,396,716,2024-07-27 18:23:43.182452,PayPal,2.43,TXN-25507005,Completed
397,397,477,2025-01-03 15:36:19.182452,Gift Card,5.79,TXN-60458379,Completed
398,398,632,2025-03-30 09:50:07.182452,PayPal,22.82,TXN-75393775,Completed
399,399,682,2024-10-09 08:23:32.182452,Debit Card,19.72,TXN-68456858,Completed
400,400,67,2024-12-17 22:33:52.182452,Gift Card,1.41,TXN-89246161,Pending
401,401,290,2024-07-16 22:16:29.182452,Debit Card,7.55,TXN-97116877,Pending
402,402,732,2025-07-09 20:34:27.182452,Debit Card,4.08,TXN-29101240,Pending
403,403,546,2024-01-20 12:29:08.182452,Gift Card,10.02,TXN-43946341,Completed
404,404,562,2024-09-20 06:22:54.182452,Gift Card,24.35,TXN-59870894,Completed
405,405,711,2024-10-20 12:39:46.182452,Debit Card,0.0,TXN-65807734,Failed
406,406,558,2024-08-26 18:24:59.182452,Debit Card,-4.33,TXN-95902415,Refunded
407,407,729,2024-01-01 12:13:55.182452,PayPal,0.0,TXN-17129557,Failed
408,408,100,2024-03-16 22:12:50.182452,Gift Card,4.4,TXN-20485555,Completed
409,409,702,2024-09-27 12:32:01.182452,Bank Transfer,8.19,TXN-84035401,Completed
410,410,143,2024-01-27 12:49:46.182452,Credit Card,18.93,TXN-57309391,Completed
411,411,299,2024-01-10 09:38:06.182452,Bank Transfer,15.39,TXN-32272814,Completed
412,412,325,2024-08-14 07:56:38.182452,Debit Card,14.26,TXN-85375348,Completed
413,413,446,2023-12-20 03:58:47.182452,Bank Transfer,24.76,TXN-39352584,Completed
414,414,523,2024-03-30 14:46:20.182452,Credit Card,21.19,TXN-70177680,Completed
415,415,563,2025-01-21 12:47:44.182452,Gift Card,0.02,TXN-56563585,Completed
416,416,289,2024-04-22 01:59:18.182452,PayPal,5.88,TXN-16833876,Completed
417,417,326,2023-11-29 17:34:51.183454,Credit Card,5.08,TXN-68840762,Pending
418,418,178,2024-08-28 19:13:15.183454,Bank Transfer,1.74,TXN-14852765,Pending
419,419,369,2024-04-29 01:03:55.183454,Bank Transfer,3.86,TXN-77907156,Completed
420,420,74,2023-12-30 10:29:49.183454,Gift Card,3.6,TXN-54312259,Completed
421,421,140,2024-07-06 15:06:49.183454,PayPal,3.43,TXN-29320840,Completed
422,422,713,2024-09-15 22:27:52.183454,Credit Card,15.58,TXN-92795474,Completed
423,423,461,2024-08-08 20:31:14.183454,Debit Card,8.88,TXN-15622602,Completed
424,424,592,2025-05-07 23:36:09.183454,Debit Card,21.17,TXN-36104468,Completed
425,425,560,2025-03-17 20:48:02.183454,Gift Card,0.84,TXN-30353642,Completed
426,426,378,2025-10-10 18:22:56.183454,PayPal,14.51,TXN-38268399,Completed
427,427,749,2023-12-08 12:09:10.183454,Debit Card,11.62,TXN-15027929,Completed
428,428,91,2025-08-28 20:00:47.183454,Credit Card,11.81,TXN-39406359,Completed
429,429,553,2024-01-06 12:13:30.183454,Gift Card,15.33,TXN-25332633,Completed
430,430,481,2024-11-30 19:35:17.183454,PayPal,12.82,TXN-92785273,Completed
431,431,432,2024-07-23 18:10:14.183454,Gift Card,24.01,TXN-44639362,Completed
432,432,712,2025-01-21 04:32:17.183454,PayPal,18.17,TXN-94761786,Completed
433,433,485,2024-04-20 05:35:08.183454,Debit Card,14.32,TXN-99624137,Completed
434,434,640,2024-01-17 04:26:44.183454,Bank Transfer,7.17,TXN-79799698,Completed
435,435,285,2025-08-26 10:27:02.183454,Debit Card,3.31,TXN-40359901,Completed
436,436,15,2025-02-03 05:02:51.183454,Gift Card,7.55,TXN-46532526,Pending
437,437,379,2024-03-23 09:33:55.183454,PayPal,6.53,TXN-76957784,Completed
438,438,541,2023-12-01 06:28:06.183454,Credit Card,-8.57,TXN-89415669,Refunded
439,439,158,2025-08-22 09:47:10.183454,Credit Card,18.82,TXN-29860461,Completed
440,440,451,2024-09-19 01:07:02.183454,Debit Card,5.27,TXN-72323676,Completed
441,441,774,2024-11-26 13:05:24.183454,Bank Transfer,0.0,TXN-77893186,Failed
442,442,488,2024-08-01 00:33:00.183454,Gift Card,9.5,TXN-66276356,Completed
443,443,149,2023-11-25 00:51:57.183454,Credit Card,0.3,TXN-42547019,Completed
444,444,543,2024-08-15 01:09:34.183454,Credit Card,2.43,TXN-52138595,Completed
445,445,443,2024-05-18 15:51:36.183454,Gift Card,0.0,TXN-64482291,Failed
446,446,599,2025-02-15 11:29:23.183454,Gift Card,5.76,TXN-73508357,Pending
447,447,603,2023-12-26 06:15:52.183454,PayPal,-13.0,TXN-25868079,Refunded
448,448,11,2023-12-25 08:31:02.183454,Gift Card,20.79,TXN-63196481,Completed
449,449,107,2025-11-05 00:05:41.183454,Gift Card,8.79,TXN-41556108,Completed
450,450,25,2025-02-01 05:53:48.183454,Debit Card,1.42,TXN-55112093,Completed
451,451,223,2024-03-17 15:09:42.183454,Bank Transfer,17.7,TXN-60579634,Completed
452,452,134,2025-07-15 11:55:22.183454,Credit Card,0.0,TXN-21047495,Failed
453,453,190,2024-01-20 18:27:29.183454,Debit Card,8.7,TXN-82527294,Pending
454,454,78,2025-02-28 04:20:35.183454,Debit Card,23.07,TXN-16893126,Completed
455,455,684,2025-02-04 23:31:19.183454,Credit Card,6.43,TXN-27915825,Completed
456,456,392,2025-09-02 04:58:20.183454,PayPal,8.32,TXN-99396822,Completed
457,457,272,2025-09-14 05:39:57.183454,Debit Card,11.01,TXN-51576275,Completed
458,458,183,2024-06-29 07:45:42.183454,Bank Transfer,2.71,TXN-21052264,Completed
459,459,659,2024-05-13 23:21:59.183454,Credit Card,-22.82,TXN-35803109,Refunded
460,460,73,2025-02-25 11:18:26.183454,Gift Card,9.71,TXN-24433569,Pending
461,461,656,2025-10-27 20:56:50.183454,Bank Transfer,23.32,TXN-80610268,Completed
462,462,717,2024-01-08 00:51:03.183454,PayPal,22.62,TXN-28604725,Completed
463,463,790,2024-04-09 14:55:59.183454,PayPal,11.95,TXN-31125070,Completed
464,464,4,2024-10-02 12:30:56.183454,Bank Transfer,23.85,TXN-22901033,Completed
465,465,368,2024-07-10 10:39:18.183454,PayPal,17.05,TXN-14299495,Completed
466,466,663,2024-10-02 13:03:30.183454,Debit Card,9.13,TXN-73439392,Completed
467,467,779,2024-12-03 12:08:19.183454,Bank Transfer,8.1,TXN-51124145,Pending
468,468,394,2025-05-22 18:52:48.183454,Gift Card,7.47,TXN-66098929,Completed
469,469,368,2024-10-12 11:10:50.183454,PayPal,1.06,TXN-99423281,Pending
470,470,144,2024-02-06 23:07:17.183454,Gift Card,4.83,TXN-29960983,Completed
471,471,65,2024-03-17 06:23:06.183454,Credit Card,12.49,TXN-17885034,Completed
472,472,58,2024-08-11 14:28:13.183454,Debit Card,19.69,TXN-24451825,Completed
473,473,670,2025-10-03 00:18:14.183454,Debit Card,-23.5,TXN-19857239,Refunded
474,474,239,2024-05-16 09:38:41.183454,PayPal,0.92,TXN-87748344,Completed
475,475,483,2025-06-25 21:16:04.183454,Gift Card,6.07,TXN-65013238,Completed
476,476,648,2024-01-25 10:18:55.183454,Bank Transfer,22.62,TXN-88875839,Completed
477,477,606,2025-08-11 22:27:31.183454,Debit Card,20.45,TXN-73515624,Completed
478,478,631,2025-07-31 10:54:39.183454,Debit Card,1.58,TXN-62451520,Completed
479,479,756,2025-04-20 23:33:00.183454,Credit Card,8.11,TXN-14211686,Completed
480,480,330,2023-12-16 18:05:51.183454,Gift Card,9.55,TXN-35039993,Pending
481,481,124,2024-03-20 08:45:10.183454,Gift Card,1.76,TXN-53430116,Pending
482,482,567,2024-09-17 08:56:58.183454,Gift Card,10.97,TXN-98369598,Completed
483,483,648,2024-04-02 13:35:10.183454,Debit Card,19.44,TXN-10998405,Completed
484,484,8,2025-10-29 21:20:17.183454,PayPal,0.0,TXN-65807870,Failed
485,485,291,2023-11-23 15:20:18.183454,Debit Card,17.34,TXN-15640563,Completed
486,486,656,2024-07-16 10:26:52.183454,Bank Transfer,0.0,TXN-91057016,Failed
487,487,626,2024-09-21 06:21:25.183454,Debit Card,14.91,TXN-34228034,Completed
488,488,643,2024-06-20 16:47:02.183454,PayPal,8.7,TXN-56031713,Completed
489,489,121,2025-11-11 18:45:44.183454,PayPal,7.74,TXN-10367395,Pending
490,490,789,2024-05-14 20:35:20.183454,Debit Card,6.91,TXN-38328230,Completed
491,491,702,2025-05-05 10:57:55.183454,Bank Transfer,12.44,TXN-46701305,Completed
492,492,373,2025-06-08 13:29:53.184457,Bank Transfer,5.24,TXN-92203497,Completed
493,493,777,2025-03-03 02:53:48.184457,Gift Card,0.0,TXN-15291565,Failed
494,494,30,2025-09-26 19:30:12.184457,Bank Transfer,12.87,TXN-83433630,Completed
495,495,607,2025-09-06 06:30:03.184457,Credit Card,10.48,TXN-48183020,Completed
496,496,113,2023-12-25 03:12:36.184457,Bank Transfer,5.69,TXN-94160250,Completed
497,497,385,2025-03-17 00:02:45.184457,Gift Card,-1.84,TXN-66001691,Refunded
498,498,447,2024-03-28 21:25:52.184457,Bank Transfer,0.0,TXN-40996944,Failed
499,499,383,2024-03-03 22:30:08.184457,Debit Card,0.0,TXN-70300178,Failed
500,500,277,2025-05-04 16:03:24.184457,Credit Card,8.4,TXN-40799334,Completed
501,501,140,2025-10-16 18:21:48.184457,PayPal,21.29,TXN-62990847,Completed
502,502,352,2024-08-05 23:50:27.184457,Debit Card,22.16,TXN-15441743,Completed
503,503,654,2024-03-09 09:21:34.184457,Debit Card,14.45,TXN-63281778,Completed
504,504,535,2024-04-27 06:42:17.184457,Credit Card,21.55,TXN-46726628,Completed
505,505,474,2025-04-10 17:31:45.184457,Gift Card,0.36,TXN-12193574,Completed
506,506,445,2024-09-07 06:05:15.184457,PayPal,22.3,TXN-90563516,Completed
507,507,6,2024-03-22 09:38:39.184457,Bank Transfer,24.5,TXN-38644016,Completed
508,508,517,2025-10-07 21:55:55.184457,PayPal,10.64,TXN-25552030,Completed
509,509,714,2024-10-09 21:37:06.184457,Bank Transfer,0.0,TXN-54102252,Failed
510,510,13,2025-03-18 12:02:34.184457,Debit Card,23.75,TXN-11907415,Completed
511,511,664,2025-07-02 02:01:08.184457,PayPal,0.4,TXN-96817795,Completed
512,512,471,2024-01-02 03:58:09.184457,Credit Card,24.41,TXN-23349287,Completed
513,513,416,2024-08-02 10:01:15.184457,PayPal,19.75,TXN-32685833,Completed
514,514,649,2024-11-04 16:14:47.184457,PayPal,21.51,TXN-65777619,Completed
515,515,341,2025-09-06 01:03:18.184457,Debit Card,7.41,TXN-31999265,Completed
516,516,213,2025-02-12 16:46:03.184457,PayPal,15.51,TXN-82788896,Completed
517,517,691,2024-12-11 13:04:20.184457,Credit Card,22.2,TXN-20230849,Completed
518,518,634,2025-07-24 01:07:30.184457,Credit Card,-9.14,TXN-42152047,Refunded
519,519,69,2025-05-20 15:28:07.184457,Debit Card,3.46,TXN-25216365,Completed
520,520,665,2024-12-09 06:22:46.184457,Credit Card,9.21,TXN-77171016,Pending
521,521,780,2024-04-03 07:25:46.184457,Gift Card,4.0,TXN-78555677,Pending
522,522,284,2025-02-18 20:44:01.184457,Bank Transfer,1.58,TXN-47352869,Completed
523,523,540,2024-11-27 22:35:46.184457,Credit Card,5.88,TXN-57411092,Pending
524,524,463,2024-05-19 19:40:02.184457,Bank Transfer,20.0,TXN-43591464,Completed
525,525,469,2023-12-10 12:40:43.184457,Credit Card,2.0,TXN-18513830,Completed
526,526,79,2025-05-17 04:34:07.184457,Debit Card,4.12,TXN-80073291,Completed
527,527,210,2025-07-27 09:40:52.184457,Debit Card,3.67,TXN-74248731,Pending
528,528,486,2023-12-21 19:21:18.184457,PayPal,-10.5,TXN-13998226,Refunded
529,529,65,2024-01-27 14:17:09.184457,Gift Card,21.79,TXN-23900847,Completed
530,530,422,2025-03-24 20:08:57.184457,Debit Card,8.2,TXN-32484558,Pending
531,531,714,2024-12-19 21:22:04.184457,Gift Card,11.45,TXN-88699165,Completed
532,532,314,2024-04-13 10:15:49.184457,Debit Card,19.73,TXN-98184498,Completed
533,533,296,2025-03-29 21:26:14.184457,Bank Transfer,0.0,TXN-71452014,Failed
534,534,634,2025-01-31 22:28:05.184457,PayPal,17.8,TXN-36724504,Completed
535,535,726,2025-01-26 08:25:53.184457,Gift Card,0.0,TXN-35243741,Failed
536,536,589,2025-07-20 13:34:11.184457,Credit Card,11.02,TXN-99198449,Completed
537,537,725,2024-11-06 08:21:02.184457,PayPal,0.0,TXN-65771986,Failed
538,538,553,2024-11-27 09:40:53.184457,PayPal,13.34,TXN-72207404,Completed
539,539,512,2025-07-13 14:09:38.184457,Bank Transfer,23.69,TXN-79862230,Completed
540,540,757,2024-12-22 09:23:10.184457,Bank Transfer,16.18,TXN-28222781,Completed
541,541,773,2025-01-19 21:48:48.184457,Bank Transfer,19.99,TXN-55728427,Completed
542,542,750,2024-08-19 02:44:12.184457,PayPal,22.5,TXN-43022604,Completed
543,543,26,2025-06-27 19:00:29.184457,PayPal,15.44,TXN-15226275,Completed
544,544,335,2025-04-02 22:49:50.184457,PayPal,0.0,TXN-99231121,Failed
545,545,786,2025-04-29 17:49:33.184457,PayPal,-4.89,TXN-60946520,Refunded
546,546,694,2025-08-22 19:27:54.184457,PayPal,-24.4,TXN-65301707,Refunded
547,547,618,2024-10-11 07:59:18.184457,PayPal,-22.71,TXN-20081316,Refunded
548,548,438,2024-11-15 00:35:36.184457,PayPal,9.65,TXN-64609285,Completed
549,549,316,2025-11-04 04:42:15.184457,PayPal,21.86,TXN-34800234,Completed
550,550,455,2025-08-18 07:12:53.184457,Bank Transfer,20.09,TXN-90920728,Completed
551,551,435,2025-01-23 09:06:16.184457,PayPal,3.49,TXN-25216825,Completed
552,552,213,2024-03-24 17:17:52.184457,PayPal,11.87,TXN-52723076,Completed
553,553,605,2024-05-27 02:51:21.184457,Bank Transfer,0.0,TXN-38495828,Failed
554,554,425,2024-09-20 15:48:35.184457,Debit Card,13.9,TXN-16587232,Completed
555,555,141,2023-11-21 18:23:27.184457,Bank Transfer,4.65,TXN-20692205,Completed
556,556,44,2024-10-24 04:31:44.184457,Bank Transfer,10.43,TXN-83291553,Pending
557,557,475,2025-01-10 21:04:42.184457,PayPal,0.67,TXN-23480253,Completed
558,558,656,2025-11-12 09:27:36.184457,PayPal,0.0,TXN-66394418,Failed
559,559,504,2024-01-05 04:35:37.184457,PayPal,0.71,TXN-16986498,Completed
560,560,69,2025-02-03 21:06:59.184457,Bank Transfer,14.53,TXN-10538139,Completed
561,561,644,2024-04-16 23:11:28.184457,Credit Card,24.36,TXN-72978060,Completed
562,562,590,2025-07-18 01:28:48.184457,Bank Transfer,10.56,TXN-24346658,Pending
563,563,328,2025-06-04 17:53:26.184457,Bank Transfer,21.96,TXN-43229057,Completed
564,564,280,2025-06-30 02:03:21.184457,Debit Card,10.49,TXN-97038284,Completed
565,565,543,2024-11-20 13:17:39.185460,Credit Card,0.0,TXN-94669760,Failed
566,566,614,2024-02-13 08:23:46.185460,Debit Card,6.79,TXN-27000208,Pending
567,567,715,2024-12-31 04:06:22.185460,Bank Transfer,2.4,TXN-42022542,Completed
568,568,14,2024-03-31 02:15:56.185460,Bank Transfer,-12.95,TXN-46683639,Refunded
569,569,167,2024-11-02 21:24:48.185460,Debit Card,5.45,TXN-76122740,Completed
570,570,573,2024-06-17 07:01:03.185460,Gift Card,10.43,TXN-38320949,Completed
571,571,18,2025-08-31 10:49:26.185460,Debit Card,8.71,TXN-80837586,Completed
572,572,453,2023-12-09 01:52:02.185460,Gift Card,4.31,TXN-89291824,Completed
573,573,122,2025-01-11 14:01:15.185460,PayPal,3.22,TXN-46152919,Completed
574,574,315,2023-12-05 09:53:05.185460,Gift Card,5.25,TXN-44225424,Completed
575,575,115,2025-08-28 23:36:04.185460,Credit Card,0.47,TXN-25382790,Completed
576,576,111,2024-07-07 23:22:00.185460,PayPal,19.83,TXN-27205509,Completed
577,577,122,2024-06-11 17:28:16.185460,Bank Transfer,1.08,TXN-26103071,Completed
578,578,127,2025-01-11 14:41:38.185460,Debit Card,-14.69,TXN-15396384,Refunded
579,579,30,2025-04-25 08:20:25.185460,Credit Card,3.64,TXN-19690419,Completed
580,580,165,2025-02-03 17:57:35.185460,Debit Card,12.62,TXN-47117787,Completed
581,581,782,2025-09-10 11:27:35.185460,Credit Card,-13.22,TXN-97490228,Refunded
582,582,773,2025-05-02 04:48:21.185460,Credit Card,24.34,TXN-65479681,Completed
583,583,725,2025-08-06 07:16:33.185460,Gift Card,9.16,TXN-29378852,Completed
584,584,110,2024-03-26 08:19:40.185460,Credit Card,20.87,TXN-59493703,Completed
585,585,234,2024-10-24 23:37:38.185460,Gift Card,2.82,TXN-98519306,Completed
586,586,533,2024-12-30 10:34:02.185460,Gift Card,12.4,TXN-99002424,Completed
587,587,42,2024-11-15 04:34:20.185460,Debit Card,8.2,TXN-37753738,Completed
588,588,615,2025-07-20 01:03:30.185460,Debit Card,17.18,TXN-75755054,Completed
589,589,298,2024-08-19 06:50:39.185460,Gift Card,4.72,TXN-16567733,Completed
590,590,377,2025-09-06 21:44:57.185460,Gift Card,0.32,TXN-31287616,Completed
591,591,406,2023-12-24 21:10:03.185460,Gift Card,13.07,TXN-80367938,Completed
592,592,405,2023-12-26 11:58:23.185460,Credit Card,17.38,TXN-48548665,Completed
593,593,204,2025-08-04 08:55:30.185460,Debit Card,5.01,TXN-67197191,Completed
594,594,435,2024-09-30 10:35:54.185460,Bank Transfer,3.48,TXN-18763750,Pending
595,595,775,2023-11-16 17:52:51.185460,PayPal,8.9,TXN-96469773,Completed
596,596,497,2024-01-02 17:06:26.185460,PayPal,3.68,TXN-73999739,Completed
597,597,502,2024-08-08 11:08:04.185460,Debit Card,-5.77,TXN-74471524,Refunded
598,598,55,2025-07-01 13:59:09.185460,Credit Card,12.45,TXN-41463449,Completed
599,599,696,2025-10-21 08:32:50.185460,Debit Card,3.82,TXN-84054169,Completed
600,600,79,2024-02-17 16:22:36.185460,Credit Card,19.82,TXN-45926836,Completed
601,601,503,2025-04-26 04:22:47.186453,PayPal,13.56,TXN-23265355,Completed
602,602,783,2024-05-14 19:09:58.186453,Bank Transfer,24.77,TXN-51636644,Completed
603,603,386,2025-07-16 01:06:01.186453,Credit Card,11.49,TXN-86122371,Completed
604,604,799,2025-10-12 08:37:42.186453,Debit Card,-22.12,TXN-47958563,Refunded
605,605,320,2025-05-30 21:10:25.186453,Bank Transfer,12.19,TXN-92355208,Completed
606,606,676,2025-07-28 18:21:24.186453,Debit Card,11.9,TXN-94224219,Completed
607,607,270,2025-06-10 20:37:12.186453,Credit Card,14.78,TXN-30011366,Completed
608,608,785,2024-10-25 16:36:21.186453,Bank Transfer,-8.01,TXN-66334691,Refunded
609,609,376,2025-10-16 17:34:11.186453,Gift Card,20.24,TXN-35960277,Completed
610,610,641,2024-04-01 14:05:19.186453,PayPal,9.51,TXN-67022224,Completed
611,611,422,2024-09-04 02:30:06.186453,Bank Transfer,1.41,TXN-36771968,Completed
612,612,320,2025-03-14 06:03:09.186453,Bank Transfer,22.76,TXN-85861963,Completed
613,613,174,2025-09-08 03:57:59.186453,Gift Card,13.46,TXN-73331235,Completed
614,614,433,2025-10-07 22:17:12.186453,PayPal,6.67,TXN-16147632,Completed
615,615,325,2023-12-04 21:58:00.186453,Gift Card,0.0,TXN-42368904,Failed
616,616,501,2024-12-21 18:13:21.186453,Debit Card,17.27,TXN-67824109,Completed
617,617,784,2025-04-18 02:50:09.186453,Credit Card,-4.17,TXN-23850251,Refunded
618,618,207,2025-01-13 01:50:22.186453,Debit Card,15.89,TXN-65127958,Completed
619,619,272,2025-08-29 19:33:32.186453,Gift Card,0.0,TXN-65346005,Failed
620,620,640,2024-04-11 00:25:50.186453,Credit Card,17.94,TXN-23772773,Completed
621,621,280,2024-04-05 11:37:08.186453,Gift Card,14.16,TXN-28216197,Completed
622,622,356,2024-05-20 21:45:50.186453,Debit Card,16.29,TXN-59778266,Completed
623,623,444,2025-01-10 20:41:40.186453,Credit Card,5.0,TXN-88852864,Completed
624,624,465,2024-10-01 05:55:11.186453,Bank Transfer,22.02,TXN-70376084,Completed
