order_id,customer_id,order_date,status,shipping_method,shipping_cost,order_subtotal,order_total,currency,payment_status
282,517,2025-05-28 08:30:00.181463,Completed,Overnight,16.44,1350.83,1367.27,USD,Paid
283,361,2024-05-16 17:13:32.181463,Completed,Overnight,13.75,615.72,629.47,USD,Paid
284,649,2024-12-17 01:32:02.181463,Completed,Pickup,20.65,1739.26,1759.91,USD,Paid
285,559,2024-12-17 16:54:59.181463,Processing,2-Day,9.38,1268.54,1277.92,USD,Paid
286,464,2024-04-30 05:49:01.181463,Completed,Pickup,24.0,2584.51,2608.51,USD,Paid
287,611,2025-11-14 13:48:21.181463,Returned,Ground,12.94,2774.64,2787.58,USD,Paid
288,228,2025-01-09 14:49:44.181463,Processing,2-Day,21.39,1653.82,1675.21,USD,Paid
289,524,2025-10-23 05:01:14.181463,Cancelled,2-Day,2.36,2378.03,2380.39,USD,Paid
290,272,2024-07-31 02:07:08.181463,Processing,Overnight,22.24,2112.08,2134.32,USD,Paid
291,308,2025-03-04 06:35:05.181463,Processing,Ground,14.26,258.27,272.53,USD,Paid
292,741,2024-04-11 07:09:05.181463,Completed,Overnight,19.82,1850.3,1870.12,USD,Pending
293,707,2025-05-20 21:17:25.181463,Completed,Ground,14.88,1170.16,1185.04,USD,Paid
294,591,2025-01-11 13:42:26.181463,Completed,Pickup,1.96,866.81,868.77,USD,Paid
295,445,2025-09-18 02:53:35.181463,Processing,Pickup,23.26,1338.98,1362.24,USD,Paid
296,617,2025-07-14 06:48:48.181463,Completed,Ground,15.85,282.83,298.68,USD,Paid
297,537,2024-02-06 01:08:31.181463,Pending,Ground,7.98,1586.34,1594.32,USD,Paid
298,715,2024-04-15 09:37:19.181463,Processing,2-Day,3.83,880.13,883.96,USD,Paid
299,771,2023-12-26 00:45:49.181463,Returned,Ground,5.55,4276.56,4282.11,USD,Paid
300,345,2025-01-22 00:42:40.181463,Processing,Ground,11.9,1528.59,1540.49,USD,Paid
301,88,2025-09-24 19:06:37.181463,Completed,Pickup,12.55,2635.75,2648.3,USD,Paid
302,493,2023-12-01 10:19:16.181463,Completed,2-Day,12.2,1592.25,1604.45,USD,Paid
303,631,2024-01-16 18:15:59.181463,Processing,2-Day,6.06,1364.62,1370.68,USD,Paid
304,590,2025-02-14 23:24:35.181463,Processing,Ground,2.81,135.67,138.48,USD,Paid
305,196,2024-09-16 23:38:50.181463,Completed,Overnight,8.61,711.75,720.36,USD,Paid
306,174,2024-01-13 14:11:12.181463,Completed,Overnight,15.41,1889.37,1904.78,USD,Pending
307,46,2024-08-18 16:22:43.181463,Processing,2-Day,4.99,857.73,862.72,USD,Paid
308,88,2024-10-28 09:23:18.181463,Completed,Ground,18.49,427.08,445.57,USD,Paid
309,295,2025-03-10 16:27:28.181463,Cancelled,Ground,8.58,3130.92,3139.5,USD,Paid
310,24,2025-07-24 03:57:32.181463,Completed,Overnight,5.23,1520.89,1526.12,USD,Paid
311,536,2024-05-13 07:21:14.181463,Processing,Overnight,13.72,756.62,770.34,USD,Paid
312,685,2024-02-16 09:55:18.181463,Completed,Ground,9.42,3336.79,3346.21,USD,Paid
313,175,2024-01-04 19:53:16.181463,Pending,Ground,7.1,459.87,466.97,USD,Paid
314,477,2023-12-01 16:34:07.181463,Processing,Ground,1.66,2440.18,2441.84,USD,Paid
315,676,2024-01-08 05:11:23.181463,Completed,Overnight,21.61,336.63,358.24,USD,Pending
316,665,2025-10-26 04:25:07.181463,Cancelled,Pickup,5.78,1708.7,1714.48,USD,Paid
317,102,2024-10-20 20:33:09.181463,Returned,Overnight,12.12,711.02,723.14,USD,Paid
318,204,2024-03-12 19:42:52.181463,Pending,Pickup,14.02,973.14,987.16,USD,Paid
319,543,2023-11-16 14:17:08.181463,Pending,Overnight,8.34,874.5,882.84,USD,Paid
320,701,2024-10-08 09:21:06.181463,Pending,Overnight,8.88,2101.86,2110.74,USD,Paid
321,514,2025-01-09 06:28:05.181463,Returned,Overnight,20.3,640.66,660.96,USD,Paid
322,31,2024-02-13 05:41:10.181463,Cancelled,Overnight,5.64,2768.72,2774.36,USD,Paid
323,90,2024-11-30 00:45:53.181463,Completed,Pickup,13.02,1985.7,1998.72,USD,Paid
324,703,2023-12-20 16:46:10.181463,Cancelled,2-Day,10.43,1261.48,1271.91,USD,Paid
325,320,2024-04-07 09:30:23.181463,Completed,Overnight,11.23,46.21,57.44,USD,Paid
326,595,2025-07-03 07:32:24.181463,Completed,2-Day,21.56,2513.33,2534.89,USD,Paid
327,441,2025-01-01 19:59:48.181463,Cancelled,2-Day,16.41,1816.09,1832.5,USD,Paid
328,571,2024-04-15 09:18:49.181463,Processing,Ground,4.6,1223.96,1228.56,USD,Paid
329,424,2025-06-18 13:59:40.181463,Completed,Pickup,7.58,1704.57,1712.15,USD,Paid
330,193,2024-02-01 05:05:57.181463,Processing,Ground,3.29,2006.94,2010.23,USD,Paid
331,621,2025-10-18 16:47:11.181463,Completed,2-Day,14.91,768.38,783.29,USD,Paid
332,705,2025-03-23 14:07:06.181463,Completed,Pickup,3.35,2064.12,2067.47,USD,Paid
333,383,2024-03-04 22:00:03.182452,Completed,2-Day,21.3,2461.38,2482.68,USD,Paid
334,198,2024-06-28 21:48:56.182452,Processing,2-Day,0.81,4110.11,4110.92,USD,Paid
335,228,2025-10-30 05:14:34.182452,Returned,2-Day,18.94,1672.14,1691.08,USD,Paid
336,450,2025-09-08 08:37:15.182452,Cancelled,Pickup,17.2,1762.91,1780.11,USD,Paid
337,795,2024-08-03 06:04:58.182452,Completed,Ground,15.2,1265.95,1281.15,USD,Paid
338,761,2024-10-21 03:40:32.182452,Completed,Ground,13.02,1347.37,1360.39,USD,Paid
339,44,2024-08-08 22:25:58.182452,Completed,2-Day,12.97,5404.69,5417.66,USD,Paid
340,529,2024-10-05 13:38:20.182452,Completed,Ground,4.75,1890.72,1895.47,USD,Paid
341,793,2024-08-21 00:34:33.182452,Cancelled,Overnight,11.53,2372.55,2384.08,USD,Paid
342,56,2024-09-08 04:20:54.182452,Completed,2-Day,11.59,502.83,514.42,USD,Paid
343,513,2024-01-22 22:37:20.182452,Pending,Ground,4.49,1193.74,1198.23,USD,Paid
344,424,2024-03-24 19:10:26.182452,Processing,Overnight,11.27,1199.37,1210.64,USD,Paid
345,730,2025-05-14 22:33:00.182452,Completed,2-Day,22.06,2001.17,2023.23,USD,Paid
346,665,2025-08-14 05:57:46.182452,Processing,2-Day,17.96,1517.51,1535.47,USD,Paid
347,461,2025-07-11 11:44:52.182452,Processing,Overnight,2.13,3400.54,3402.67,USD,Paid
348,524,2023-11-21 01:05:01.182452,Completed,2-Day,9.47,2104.23,2113.7,USD,Pending
349,344,2024-10-21 13:28:10.182452,Completed,2-Day,4.05,502.14,506.19,USD,Paid
350,53,2025-06-19 08:33:20.182452,Completed,Pickup,7.7,608.48,616.18,USD,Paid
351,121,2024-08-15 04:33:13.182452,Completed,2-Day,24.01,1357.03,1381.04,USD,Paid
352,13,2025-11-10 16:24:04.182452,Completed,Pickup,12.44,1676.39,1688.83,USD,Paid
353,623,2024-06-21 19:16:47.182452,Completed,Pickup,5.95,93.43,99.38,USD,Paid
354,453,2024-03-21 21:44:52.182452,Completed,Ground,15.03,4647.33,4662.36,USD,Paid
355,285,2025-11-08 06:09:29.182452,Cancelled,2-Day,1.22,2442.92,2444.14,USD,Pending
356,38,2025-06-16 13:03:47.182452,Completed,2-Day,21.35,2693.95,2715.3,USD,Paid
357,306,2023-12-31 18:01:13.182452,Completed,Overnight,23.01,2636.73,2659.74,USD,Paid
358,183,2025-09-25 11:06:12.182452,Completed,2-Day,16.8,3541.03,3557.83,USD,Paid
359,576,2024-02-27 17:24:21.182452,Completed,2-Day,24.16,951.0,975.16,USD,Paid
360,96,2024-04-01 01:57:14.182452,Cancelled,Overnight,8.07,1863.96,1872.03,USD,Paid
361,564,2024-10-22 12:36:15.182452,Completed,Ground,7.32,497.01,504.33,USD,Paid
362,282,2025-06-30 10:37:31.182452,Completed,Overnight,13.18,548.64,561.82,USD,Paid
363,627,2024-05-26 07:25:40.182452,Completed,Ground,2.73,2868.56,2871.29,USD,Paid
364,496,2024-02-08 19:48:34.182452,Returned,Overnight,10.68,3955.32,3966.0,USD,Paid
365,639,2024-12-25 05:36:50.182452,Completed,Overnight,23.18,1375.02,1398.2,USD,Paid
366,747,2024-02-23 18:34:59.182452,Completed,Pickup,12.31,3546.71,3559.02,USD,Paid
367,298,2025-05-13 16:52:48.182452,Processing,2-Day,0.04,3435.59,3435.63,USD,Paid
368,121,2025-10-20 22:08:31.182452,Completed,2-Day,19.99,591.79,611.78,USD,Pending
369,359,2024-09-15 23:59:35.182452,Pending,2-Day,0.28,2861.17,2861.45,USD,Paid
370,70,2025-04-22 04:48:51.182452,Processing,Overnight,7.51,784.25,791.76,USD,Paid
371,117,2024-04-30 03:16:27.182452,Completed,Overnight,8.53,1992.07,2000.6,USD,Paid
372,180,2024-04-10 16:38:25.182452,Returned,2-Day,8.26,846.61,854.87,USD,Paid
373,37,2024-12-02 21:37:27.182452,Cancelled,2-Day,12.04,1400.82,1412.86,USD,Paid
374,550,2024-02-10 22:17:50.182452,Cancelled,Overnight,11.56,73.86,85.42,USD,Paid
375,307,2024-09-17 13:01:42.182452,Completed,Overnight,13.88,1684.71,1698.59,USD,Paid
376,340,2025-10-26 07:29:07.182452,Completed,Overnight,1.66,0.0,1.66,USD,Paid
377,348,2025-06-15 04:51:24.182452,Completed,Pickup,15.66,0.0,15.66,USD,Paid
378,192,2025-05-28 18:16:45.182452,Completed,Ground,21.61,0.0,21.61,USD,Paid
379,279,2025-01-03 03:37:02.182452,Completed,Pickup,2.17,0.0,2.17,USD,Pending
380,310,2025-03-16 01:32:20.182452,Completed,2-Day,13.13,0.0,13.13,USD,Paid
381,39,2025-05-19 10:58:54.182452,Completed,2-Day,22.83,0.0,22.83,USD,Paid
382,495,2024-08-16 20:38:43.182452,Pending,2-Day,4.76,0.0,4.76,USD,Paid
383,336,2024-07-06 20:00:12.182452,Processing,2-Day,19.24,0.0,19.24,USD,Paid
384,136,2025-08-05 20:16:32.182452,Completed,2-Day,18.11,0.0,18.11,USD,Paid
385,535,2024-08-01 00:57:23.182452,Completed,Ground,0.1,0.0,0.1,USD,Paid
386,342,2025-09-29 17:25:50.182452,Cancelled,Pickup,22.23,0.0,22.23,USD,Paid
387,764,2025-07-31 20:06:51.182452,Completed,Overnight,0.56,0.0,0.56,USD,Paid
388,329,2024-12-29 15:48:29.182452,Cancelled,2-Day,4.81,0.0,4.81,USD,Paid
389,452,2025-02-03 19:41:18.182452,Processing,Ground,6.82,0.0,6.82,USD,Paid
390,638,2025-06-06 05:06:18.182452,Processing,Ground,5.16,0.0,5.16,USD,Pending
391,145,2024-11-20 19:03:58.182452,Processing,Overnight,14.35,0.0,14.35,USD,Paid
392,347,2025-05-23 12:28:27.182452,Processing,Pickup,1.27,0.0,1.27,USD,Paid
393,52,2025-10-15 21:55:44.182452,Cancelled,Ground,9.59,0.0,9.59,USD,Paid
394,722,2025-08-17 23:32:27.182452,Completed,Pickup,15.41,0.0,15.41,USD,Paid
395,731,2024-12-30 02:58:05.182452,Completed,Ground,24.34,0.0,24.34,USD,Paid
396,716,2024-07-25 18:23:43.182452,Processing,Pickup,2.43,0.0,2.43,USD,Paid
397,477,2024-12-31 15:36:19.182452,Completed,Pickup,5.79,0.0,5.79,USD,Paid
398,632,2025-03-30 09:50:07.182452,Cancelled,Overnight,22.82,0.0,22.82,USD,Paid
399,682,2024-10-09 08:23:32.182452,Completed,Overnight,19.72,0.0,19.72,USD,Paid
400,67,2024-12-16 22:33:52.182452,Completed,Pickup,2.82,0.0,2.82,USD,Paid
401,290,2024-07-11 22:16:29.182452,Completed,Overnight,15.11,0.0,15.11,USD,Paid
402,732,2025-07-06 20:34:27.182452,Processing,Ground,8.15,0.0,8.15,USD,Paid
403,546,2024-01-19 12:29:08.182452,Completed,Pickup,10.02,0.0,10.02,USD,Paid
404,562,2024-09-17 06:22:54.182452,Completed,2-Day,24.35,0.0,24.35,USD,Paid
405,711,2024-10-17 12:39:46.182452,Processing,Pickup,19.61,0.0,19.61,USD,Paid
406,558,2024-08-25 18:24:59.182452,Completed,2-Day,4.33,0.0,4.33,USD,Paid
407,729,2023-12-30 12:13:55.182452,Completed,Pickup,2.86,0.0,2.86,USD,Paid
408,100,2024-03-13 22:12:50.182452,Processing,Pickup,4.4,0.0,4.4,USD,Paid
409,702,2024-09-25 12:32:01.182452,Completed,Pickup,8.19,0.0,8.19,USD,Paid
410,143,2024-01-24 12:49:46.182452,Pending,Ground,18.93,0.0,18.93,USD,Paid
411,299,2024-01-08 09:38:06.182452,Completed,Pickup,15.39,0.0,15.39,USD,Paid
412,325,2024-08-14 07:56:38.182452,Processing,Overnight,14.26,0.0,14.26,USD,Paid
413,446,2023-12-20 03:58:47.182452,Cancelled,Overnight,24.76,0.0,24.76,USD,Paid
414,523,2024-03-28 14:46:20.182452,Completed,Pickup,21.19,0.0,21.19,USD,Paid
415,563,2025-01-17 12:47:44.182452,Completed,Ground,0.02,0.0,0.02,USD,Paid
416,289,2024-04-20 01:59:18.182452,Processing,Ground,5.88,0.0,5.88,USD,Paid
417,326,2023-11-25 17:34:51.183454,Completed,Pickup,10.15,0.0,10.15,USD,Paid
418,178,2024-08-25 19:13:15.183454,Processing,Pickup,3.48,0.0,3.48,USD,Paid
419,369,2024-04-25 01:03:55.183454,Completed,Pickup,3.86,0.0,3.86,USD,Paid
420,74,2023-12-29 10:29:49.183454,Processing,Ground,3.6,0.0,3.6,USD,Paid
421,140,2024-07-03 15:06:49.183454,Completed,Ground,3.43,0.0,3.43,USD,Paid
422,713,2024-09-14 22:27:52.183454,Cancelled,Pickup,15.58,0.0,15.58,USD,Paid
423,461,2024-08-05 20:31:14.183454,Completed,Pickup,8.88,0.0,8.88,USD,Paid
424,592,2025-05-07 23:36:09.183454,Completed,Pickup,21.17,0.0,21.17,USD,Paid
425,560,2025-03-16 20:48:02.183454,Processing,Overnight,0.84,0.0,0.84,USD,Paid
426,378,2025-10-06 18:22:56.183454,Completed,Ground,14.51,0.0,14.51,USD,Pending
427,749,2023-12-08 12:09:10.183454,Processing,Overnight,11.62,0.0,11.62,USD,Paid
428,91,2025-08-25 20:00:47.183454,Cancelled,2-Day,11.81,0.0,11.81,USD,Paid
429,553,2024-01-05 12:13:30.183454,Completed,Overnight,15.33,0.0,15.33,USD,Paid
430,481,2024-11-27 19:35:17.183454,Completed,Pickup,12.82,0.0,12.82,USD,Paid
431,432,2024-07-21 18:10:14.183454,Completed,Overnight,24.01,0.0,24.01,USD,Paid
432,712,2025-01-17 04:32:17.183454,Processing,Overnight,18.17,0.0,18.17,USD,Paid
433,485,2024-04-16 05:35:08.183454,Pending,2-Day,14.32,0.0,14.32,USD,Paid
434,640,2024-01-12 04:26:44.183454,Completed,Ground,7.17,0.0,7.17,USD,Paid
435,285,2025-08-22 10:27:02.183454,Completed,Overnight,3.31,0.0,3.31,USD,Paid
436,15,2025-01-31 05:02:51.183454,Cancelled,Ground,15.1,0.0,15.1,USD,Paid
437,379,2024-03-19 09:33:55.183454,Completed,2-Day,6.53,0.0,6.53,USD,Paid
438,541,2023-11-28 06:28:06.183454,Completed,Ground,8.57,0.0,8.57,USD,Paid
439,158,2025-08-20 09:47:10.183454,Completed,Pickup,18.82,0.0,18.82,USD,Paid
440,451,2024-09-18 01:07:02.183454,Processing,2-Day,5.27,0.0,5.27,USD,Paid
441,774,2024-11-26 13:05:24.183454,Completed,Ground,1.31,0.0,1.31,USD,Paid
442,488,2024-07-27 00:33:00.183454,Completed,2-Day,9.5,0.0,9.5,USD,Paid
443,149,2023-11-23 00:51:57.183454,Completed,Pickup,0.3,0.0,0.3,USD,Paid
444,543,2024-08-12 01:09:34.183454,Completed,Ground,2.43,0.0,2.43,USD,Paid
445,443,2024-05-18 15:51:36.183454,Completed,Overnight,8.37,0.0,8.37,USD,Paid
446,599,2025-02-14 11:29:23.183454,Processing,Pickup,11.53,0.0,11.53,USD,Paid
447,603,2023-12-24 06:15:52.183454,Completed,2-Day,13.0,0.0,13.0,USD,Paid
448,11,2023-12-22 08:31:02.183454,Processing,Ground,20.79,0.0,20.79,USD,Paid
449,107,2025-11-02 00:05:41.183454,Pending,Pickup,8.79,0.0,8.79,USD,Paid
450,25,2025-01-28 05:53:48.183454,Processing,Ground,1.42,0.0,1.42,USD,Paid
451,223,2024-03-15 15:09:42.183454,Cancelled,Ground,17.7,0.0,17.7,USD,Paid
452,134,2025-07-15 11:55:22.183454,Cancelled,Pickup,16.41,0.0,16.41,USD,Paid
453,190,2024-01-20 18:27:29.183454,Completed,Ground,17.39,0.0,17.39,USD,Paid
454,78,2025-02-28 04:20:35.183454,Completed,Pickup,23.07,0.0,23.07,USD,Paid
455,684,2025-02-03 23:31:19.183454,Completed,Overnight,6.43,0.0,6.43,USD,Paid
456,392,2025-08-31 04:58:20.183454,Completed,Pickup,8.32,0.0,8.32,USD,Paid
457,272,2025-09-14 05:39:57.183454,Returned,2-Day,11.01,0.0,11.01,USD,Paid
458,183,2024-06-29 07:45:42.183454,Completed,Pickup,2.71,0.0,2.71,USD,Paid
459,659,2024-05-09 23:21:59.183454,Processing,Ground,22.82,0.0,22.82,USD,Paid
460,73,2025-02-22 11:18:26.183454,Pending,Overnight,19.43,0.0,19.43,USD,Paid
461,656,2025-10-25 20:56:50.183454,Processing,Ground,23.32,0.0,23.32,USD,Paid
462,717,2024-01-04 00:51:03.183454,Processing,Overnight,22.62,0.0,22.62,USD,Paid
463,790,2024-04-05 14:55:59.183454,Completed,Pickup,11.95,0.0,11.95,USD,Paid
464,4,2024-09-27 12:30:56.183454,Completed,Pickup,23.85,0.0,23.85,USD,Paid
465,368,2024-07-09 10:39:18.183454,Completed,Overnight,17.05,0.0,17.05,USD,Pending
466,663,2024-09-30 13:03:30.183454,Completed,Ground,9.13,0.0,9.13,USD,Paid
467,779,2024-12-01 12:08:19.183454,Completed,Overnight,16.19,0.0,16.19,USD,Pending
468,394,2025-05-17 18:52:48.183454,Pending,2-Day,7.47,0.0,7.47,USD,Paid
469,368,2024-10-11 11:10:50.183454,Completed,Pickup,2.12,0.0,2.12,USD,Pending
470,144,2024-02-05 23:07:17.183454,Completed,Ground,4.83,0.0,4.83,USD,Paid
471,65,2024-03-17 06:23:06.183454,Completed,Overnight,12.49,0.0,12.49,USD,Paid
472,58,2024-08-11 14:28:13.183454,Pending,Overnight,19.69,0.0,19.69,USD,Paid
473,670,2025-10-02 00:18:14.183454,Processing,Pickup,23.5,0.0,23.5,USD,Paid
474,239,2024-05-14 09:38:41.183454,Completed,Ground,0.92,0.0,0.92,USD,Paid
475,483,2025-06-22 21:16:04.183454,Completed,Ground,6.07,0.0,6.07,USD,Paid
476,648,2024-01-20 10:18:55.183454,Pending,Ground,22.62,0.0,22.62,USD,Paid
477,606,2025-08-06 22:27:31.183454,Completed,Ground,20.45,0.0,20.45,USD,Paid
478,631,2025-07-29 10:54:39.183454,Completed,2-Day,1.58,0.0,1.58,USD,Paid
479,756,2025-04-20 23:33:00.183454,Processing,Pickup,8.11,0.0,8.11,USD,Paid
480,330,2023-12-14 18:05:51.183454,Completed,2-Day,19.11,0.0,19.11,USD,Pending
481,124,2024-03-17 08:45:10.183454,Processing,Overnight,3.53,0.0,3.53,USD,Paid
482,567,2024-09-15 08:56:58.183454,Completed,2-Day,10.97,0.0,10.97,USD,Paid
483,648,2024-03-29 13:35:10.183454,Processing,Pickup,19.44,0.0,19.44,USD,Paid
484,8,2025-10-28 21:20:17.183454,Pending,2-Day,23.15,0.0,23.15,USD,Paid
485,291,2023-11-21 15:20:18.183454,Completed,Pickup,17.34,0.0,17.34,USD,Paid
486,656,2024-07-15 10:26:52.183454,Processing,Overnight,13.08,0.0,13.08,USD,Paid
487,626,2024-09-19 06:21:25.183454,Cancelled,Ground,14.91,0.0,14.91,USD,Paid
488,643,2024-06-20 16:47:02.183454,Returned,Overnight,8.7,0.0,8.7,USD,Paid
489,121,2025-11-09 18:45:44.183454,Processing,Ground,15.47,0.0,15.47,USD,Paid
490,789,2024-05-10 20:35:20.183454,Processing,2-Day,6.91,0.0,6.91,USD,Paid
491,702,2025-04-30 10:57:55.183454,Completed,Pickup,12.44,0.0,12.44,USD,Paid
492,373,2025-06-04 13:29:53.184457,Pending,Overnight,5.24,0.0,5.24,USD,Paid
493,777,2025-03-02 02:53:48.184457,Completed,Pickup,1.08,0.0,1.08,USD,Paid
494,30,2025-09-21 19:30:12.184457,Processing,Pickup,12.87,0.0,12.87,USD,Paid
495,607,2025-09-03 06:30:03.184457,Completed,Overnight,10.48,0.0,10.48,USD,Paid
496,113,2023-12-22 03:12:36.184457,Processing,Overnight,5.69,0.0,5.69,USD,Paid
497,385,2025-03-17 00:02:45.184457,Cancelled,2-Day,1.84,0.0,1.84,USD,Paid
498,447,2024-03-24 21:25:52.184457,Pending,2-Day,5.4,0.0,5.4,USD,Paid
499,383,2024-02-28 22:30:08.184457,Processing,2-Day,11.44,0.0,11.44,USD,Paid
500,277,2025-04-29 16:03:24.184457,Completed,2-Day,8.4,0.0,8.4,USD,Paid
501,140,2025-10-12 18:21:48.184457,Pending,Ground,21.29,0.0,21.29,USD,Paid
502,352,2024-08-01 23:50:27.184457,Processing,2-Day,22.16,0.0,22.16,USD,Paid
503,654,2024-03-06 09:21:34.184457,Completed,2-Day,14.45,0.0,14.45,USD,Paid
504,535,2024-04-27 06:42:17.184457,Pending,Pickup,21.55,0.0,21.55,USD,Paid
505,474,2025-04-06 17:31:45.184457,Completed,Overnight,0.36,0.0,0.36,USD,Paid
506,445,2024-09-02 06:05:15.184457,Processing,2-Day,22.3,0.0,22.3,USD,Paid
507,6,2024-03-19 09:38:39.184457,Cancelled,Pickup,24.5,0.0,24.5,USD,Paid
508,517,2025-10-03 21:55:55.184457,Completed,Ground,10.64,0.0,10.64,USD,Paid
509,714,2024-10-06 21:37:06.184457,Completed,Ground,11.31,0.0,11.31,USD,Paid
510,13,2025-03-13 12:02:34.184457,Completed,Pickup,23.75,0.0,23.75,USD,Paid
511,664,2025-07-02 02:01:08.184457,Processing,Ground,0.4,0.0,0.4,USD,Paid
512,471,2023-12-30 03:58:09.184457,Processing,Ground,24.41,0.0,24.41,USD,Paid
513,416,2024-07-28 10:01:15.184457,Cancelled,2-Day,19.75,0.0,19.75,USD,Paid
514,649,2024-10-30 16:14:47.184457,Completed,Ground,21.51,0.0,21.51,USD,Paid
515,341,2025-09-03 01:03:18.184457,Cancelled,Ground,7.41,0.0,7.41,USD,Paid
516,213,2025-02-10 16:46:03.184457,Completed,Ground,15.51,0.0,15.51,USD,Paid
517,691,2024-12-06 13:04:20.184457,Completed,Overnight,22.2,0.0,22.2,USD,Paid
518,634,2025-07-24 01:07:30.184457,Completed,Ground,9.14,0.0,9.14,USD,Paid
519,69,2025-05-18 15:28:07.184457,Completed,2-Day,3.46,0.0,3.46,USD,Paid
520,665,2024-12-07 06:22:46.184457,Completed,Pickup,18.43,0.0,18.43,USD,Paid
521,780,2024-03-30 07:25:46.184457,Completed,2-Day,8.01,0.0,8.01,USD,Paid
522,284,2025-02-13 20:44:01.184457,Completed,Ground,1.58,0.0,1.58,USD,Paid
523,540,2024-11-25 22:35:46.184457,Completed,Ground,11.75,0.0,11.75,USD,Paid
524,463,2024-05-18 19:40:02.184457,Cancelled,Overnight,20.0,0.0,20.0,USD,Paid
525,469,2023-12-06 12:40:43.184457,Processing,Ground,2.0,0.0,2.0,USD,Pending
526,79,2025-05-15 04:34:07.184457,Returned,Ground,4.12,0.0,4.12,USD,Paid
527,210,2025-07-23 09:40:52.184457,Completed,Ground,7.33,0.0,7.33,USD,Paid
528,486,2023-12-16 19:21:18.184457,Cancelled,Overnight,10.5,0.0,10.5,USD,Paid
529,65,2024-01-24 14:17:09.184457,Processing,Ground,21.79,0.0,21.79,USD,Paid
530,422,2025-03-21 20:08:57.184457,Completed,Overnight,16.39,0.0,16.39,USD,Paid
531,714,2024-12-14 21:22:04.184457,Completed,Pickup,11.45,0.0,11.45,USD,Paid
532,314,2024-04-13 10:15:49.184457,Cancelled,2-Day,19.73,0.0,19.73,USD,Paid
533,296,2025-03-26 21:26:14.184457,Completed,Ground,3.71,0.0,3.71,USD,Paid
534,634,2025-01-26 22:28:05.184457,Returned,2-Day,17.8,0.0,17.8,USD,Paid
535,726,2025-01-26 08:25:53.184457,Returned,2-Day,4.03,0.0,4.03,USD,Paid
536,589,2025-07-18 13:34:11.184457,Returned,2-Day,11.02,0.0,11.02,USD,Paid
537,725,2024-11-01 08:21:02.184457,Processing,Ground,16.64,0.0,16.64,USD,Paid
538,553,2024-11-27 09:40:53.184457,Completed,2-Day,13.34,0.0,13.34,USD,Paid
539,512,2025-07-13 14:09:38.184457,Completed,2-Day,23.69,0.0,23.69,USD,Paid
540,757,2024-12-22 09:23:10.184457,Pending,Overnight,16.18,0.0,16.18,USD,Pending
541,773,2025-01-15 21:48:48.184457,Cancelled,2-Day,19.99,0.0,19.99,USD,Paid
542,750,2024-08-19 02:44:12.184457,Completed,Pickup,22.5,0.0,22.5,USD,Paid
543,26,2025-06-24 19:00:29.184457,Processing,Pickup,15.44,0.0,15.44,USD,Pending
544,335,2025-04-02 22:49:50.184457,Completed,Ground,15.2,0.0,15.2,USD,Paid
545,786,2025-04-28 17:49:33.184457,Completed,Overnight,4.89,0.0,4.89,USD,Paid
546,694,2025-08-20 19:27:54.184457,Completed,Ground,24.4,0.0,24.4,USD,Paid
547,618,2024-10-07 07:59:18.184457,Completed,Ground,22.71,0.0,22.71,USD,Paid
548,438,2024-11-10 00:35:36.184457,Processing,Overnight,9.65,0.0,9.65,USD,Paid
549,316,2025-11-02 04:42:15.184457,Processing,Pickup,21.86,0.0,21.86,USD,Paid
550,455,2025-08-17 07:12:53.184457,Completed,Pickup,20.09,0.0,20.09,USD,Paid
551,435,2025-01-23 09:06:16.184457,Completed,Pickup,3.49,0.0,3.49,USD,Paid
552,213,2024-03-22 17:17:52.184457,Pending,Overnight,11.87,0.0,11.87,USD,Paid
553,605,2024-05-26 02:51:21.184457,Pending,Pickup,2.21,0.0,2.21,USD,Paid
554,425,2024-09-20 15:48:35.184457,Cancelled,2-Day,13.9,0.0,13.9,USD,Pending
555,141,2023-11-17 18:23:27.184457,Completed,2-Day,4.65,0.0,4.65,USD,Paid
556,44,2024-10-20 04:31:44.184457,Completed,Overnight,20.86,0.0,20.86,USD,Pending
557,475,2025-01-06 21:04:42.184457,Completed,2-Day,0.67,0.0,0.67,USD,Paid
558,656,2025-11-12 09:27:36.184457,Processing,Pickup,3.1,0.0,3.1,USD,Paid
559,504,2024-01-03 04:35:37.184457,Completed,2-Day,0.71,0.0,0.71,USD,Paid
560,69,2025-02-03 21:06:59.184457,Returned,Overnight,14.53,0.0,14.53,USD,Paid
561,644,2024-04-13 23:11:28.184457,Cancelled,Pickup,24.36,0.0,24.36,USD,Paid
562,590,2025-07-15 01:28:48.184457,Completed,Ground,21.13,0.0,21.13,USD,Paid
563,328,2025-05-31 17:53:26.184457,Pending,Pickup,21.96,0.0,21.96,USD,Paid
564,280,2025-06-29 02:03:21.184457,Processing,Overnight,10.49,0.0,10.49,USD,Paid
565,543,2024-11-15 13:17:39.185460,Processing,Ground,12.85,0.0,12.85,USD,Paid
566,614,2024-02-10 08:23:46.185460,Completed,2-Day,13.59,0.0,13.59,USD,Paid
567,715,2024-12-26 04:06:22.185460,Processing,Overnight,2.4,0.0,2.4,USD,Paid
568,14,2024-03-31 02:15:56.185460,Completed,2-Day,12.95,0.0,12.95,USD,Paid
569,167,2024-10-28 21:24:48.185460,Completed,Ground,5.45,0.0,5.45,USD,Paid
